username,date_of_election,isSuccessful,votes,edit_count,year_joined,pages_created
Lazylaces,2007-09-23 21:17:00,0,0,3005,2006,12
Limetolime,2007-08-08 23:10:00,0,0,6988,2006,130
Loom91,2007-06-01 11:11:00,0,0,2505,2005,55
Lord Hawk,2007-05-01 17:56:00,0,0,2535,2006,1
Lradrama,2007-07-16 16:39:00,0,0,14661,2007,3
Luckyluke,2006-01-06 13:20:00,0,0,5754,2004,4
luvcraft,2007-08-16 23:28:00,0,0,2362,2004,227
Lwarf,2007-05-21 09:39:00,0,0,1,2007,0
Maelwys,2007-03-14 14:57:00,0,0,4864,2005,48
Magioladitis,2007-12-18 01:20:00,0,0,694467,2006,169
Majorly,2007-11-04 00:37:00,0,0,38674,2006,46
MakeChooChooGoNow,2007-04-13 06:49:00,0,0,3707,2005,52
Marcschulz,2007-05-24 19:05:00,0,0,920,2004,18
MarSch,2007-09-13 13:07:00,0,0,8455,2005,398
Martinultima,2007-04-29 11:45:00,0,0,517,2004,36
MasterA113,2007-02-19 00:57:00,0,0,1494,2006,50
mattbroon,2007-08-15 04:00:00,0,0,126,2007,0
Mattl2001,2007-06-01 04:59:00,0,0,504,2007,0
Max Naylor,2007-04-24 17:32:00,0,0,3250,2004,55
mbralchenko,2007-02-09 20:46:00,0,0,319,2006,2
Melsaran,2007-08-17 10:19:00,0,0,15935,2007,397
Member,2007-07-02 10:51:00,0,0,7175,2005,105
mentaka,2007-01-21 18:36:00,0,0,173,2006,0
Mercury,2007-12-28 22:49:00,0,0,0,2015,0
Michaelbusch,2007-10-30 05:30:00,0,0,12764,2006,18
Michaelsanders,2007-12-08 15:57:00,0,0,15064,2006,193
Michfan2123,2007-10-24 23:44:00,0,0,18414,2006,341
microchip08,2007-04-23 16:54:00,0,0,4647,2006,1
MiddleEastern,2007-03-15 14:32:00,0,0,160,2007,0
Mike33,2007-07-12 12:21:00,0,0,1527,2006,13
Mike6271,2007-10-16 02:00:00,0,0,1980,2006,1
Minesweeper.007,2007-09-12 23:03:00,0,0,7602,2006,4
Miranda,2007-11-05 23:17:00,0,0,34620,2007,58
MMAfan2007,2007-08-13 18:17:00,0,0,542,2007,1
Moralis,2007-04-13 14:31:00,0,0,1986,2005,1
Moreschi,2007-02-06 01:37:00,0,0,19434,2006,58
MoRsE,2007-01-22 22:32:00,0,0,13336,2005,154
Mrld,2007-03-09 00:31:00,0,0,2237,2006,9
Mschel,2007-04-04 00:31:00,0,0,10428,2006,6
munkee madness,2007-05-30 19:56:00,0,0,772,2006,8
N,2007-07-21 23:52:00,0,0,5,2012,0
N3mm,2007-08-01 19:43:00,0,0,31,2006,0
Nardman1,2007-05-13 03:03:00,0,0,1,2007,0
Nat.tang,2007-05-31 04:55:00,0,0,0,2007,0
Natl1,2007-02-12 01:45:00,0,0,6185,2006,50
Nburden,2007-11-29 03:05:00,0,0,5312,2006,2
Nduell,2007-01-06 23:40:00,0,0,32,2006,1
nenyedi,2007-03-12 22:07:00,0,0,2850,2006,27
NHRHS2010,2007-05-17 01:28:00,0,0,22376,2007,53
NicolasLord,2007-10-15 17:28:00,0,0,164,2007,2
Nima Baghaei,2007-01-30 22:32:00,0,0,15473,2005,24
nuclearj,2007-05-03 22:32:00,0,0,67,2006,1
Oddmartian2,2007-09-08 21:54:00,0,0,297,2007,2
OhanaUnited,2007-10-31 06:41:00,0,0,24509,2006,15
Oliver202,2007-02-22 21:43:00,0,0,4794,2006,0
oliver3669,2007-12-07 03:31:00,0,0,109,2006,1
oo7565,2007-06-01 06:37:00,0,0,11174,2006,44
Otto4711,2007-05-16 11:15:00,0,0,59599,2006,262
Ozgod,2007-05-27 22:32:00,0,0,6636,2006,9
P.B. Pilhet,2006-10-10 00:47:00,0,0,5019,2006,14
Padillah,2007-11-30 20:45:00,0,0,6728,2006,6
Parker007,2007-03-04 22:16:00,0,0,6638,2007,70
Pascal.Tesson,2007-01-07 16:29:00,0,0,25698,2006,125
Patchouli,2006-08-19 09:39:00,0,0,7395,2006,59
Patricknoddy,2007-02-16 19:53:00,0,0,5618,2004,159
PaxEquilibrium,2007-05-13 23:45:00,0,0,25001,2005,200
Pedro,2007-06-22 00:13:00,0,0,22517,2006,1
Peregrine Fisher,2007-01-24 23:58:00,0,0,25456,2005,236
Perspicacite,2007-07-24 05:31:00,0,0,6334,2007,112
Philip Gronowski,2007-03-26 00:55:00,0,0,0,2007,0
Phoenix2,2007-05-15 07:06:00,0,0,0,2015,0
Pie Man 360,2007-04-10 07:04:00,0,0,1033,2006,2
Plainnym,2007-03-15 00:20:00,0,0,1006,2006,15
Plm209,2007-05-30 18:55:00,0,0,1458,2006,16
PNiddy,2007-08-25 19:01:00,0,0,1,2015,0
Poeloq,2007-10-10 21:17:00,0,0,6227,2006,30
PrestonH,2007-12-09 08:53:00,0,0,9339,2006,1
ProtectionBot,2007-01-07 09:29:00,0,0,1,2006,0
Psdubow,2007-05-07 20:37:00,0,0,2170,2006,14
Pupster21,2007-05-04 17:40:00,0,0,2305,2006,18
Qst,2007-07-06 17:36:00,0,0,21756,2007,20
Quatreryukami,2007-01-22 20:43:00,0,0,827,2006,2
R,2007-07-04 03:21:00,0,0,0,2015,0
Racepacket,2007-10-15 01:22:00,0,0,16693,2006,81
Randomjack,2007-01-17 16:05:00,0,0,522,2005,1
Reaper X,2007-12-18 08:41:00,0,0,7786,2006,23
Redmarkviolinist,2007-11-02 21:27:00,0,0,5956,2007,11
Remember the dot,2007-10-21 00:19:00,0,0,29936,2006,46
Retiono Virginian,2007-04-26 19:20:00,0,0,2776,2007,6
RevRagnarok,2007-03-16 05:36:00,0,0,10027,2004,35
Rhythmnation2004,2007-01-19 01:02:00,0,0,2099,2005,57
Richard n,2007-11-23 20:07:00,0,0,844,2006,31
Rjd0060,2007-10-17 09:11:00,0,0,33429,2007,5
Roastytoast,2007-05-13 23:44:00,0,0,3703,2006,2
RockMFR,2007-03-31 06:34:00,0,0,28584,2006,64
Ryan Keyes,2007-02-03 03:04:00,0,0,422,2007,2
RyanLupin,2007-10-23 22:10:00,0,0,1,2008,0
Ryanzilla13,2007-06-02 14:43:00,0,0,343,2007,2
Saint-Paddy,2007-01-14 02:29:00,0,0,1803,2003,110
Sam 1123,2007-05-10 11:13:00,0,0,452,2006,26
Sangak,2007-02-03 16:25:00,0,0,7849,2006,167
Sasha Callahan,2007-09-07 22:41:00,0,0,2806,2007,5
Saturation2,2007-04-10 03:31:00,0,0,273,2007,0
Saudiqbal,2007-04-02 09:11:00,0,0,455,2006,2
Scharks,2007-02-21 21:10:00,0,0,4527,2005,139
Scott5114,2007-11-27 02:26:00,0,0,22296,2005,750
sepehrsh,2007-03-19 23:35:00,0,0,33,2005,1
Serpent's Choice,2007-01-22 08:48:00,0,0,3927,2006,35
Shimdidly,2007-03-31 20:07:00,0,0,252,2006,3
Shirahadasha,2007-01-03 03:23:00,0,0,13544,2006,36
shoeofdeath,2007-09-09 01:14:00,0,0,17928,2006,81
Shoessss,2007-08-05 06:35:00,0,0,13073,2006,2
SilkTork,2007-11-23 13:00:00,0,0,75862,2006,284
Simply south,2007-06-01 20:54:00,0,0,31743,2006,283
Siva1979,2007-07-13 07:31:00,0,0,36263,2006,1740
SJP,2007-10-30 22:04:00,0,0,26557,2006,6
Slgrandson,2007-04-26 20:33:00,0,0,12034,2005,314
SLSB,2007-08-01 22:52:00,0,0,1636,2007,1
SMcCandlish,2007-02-09 16:33:00,0,0,103458,2005,209
Socks 01,2007-09-26 08:45:00,0,0,4077,2007,111
Soman,2007-01-15 17:30:00,0,0,69531,2004,2689
SorryGuy,2007-11-23 09:39:00,0,0,3775,2005,12
Sox23,2007-04-05 03:16:00,0,0,12805,2006,36
Spartan-James,2007-07-31 19:09:00,0,0,5226,2007,0
SpecialAgentUncleTito,2007-07-26 19:14:00,0,0,101,2007,0
ST47,2007-02-19 23:21:00,0,0,51231,2006,15
StephenHjellum13,2007-05-12 02:19:00,0,0,569,2007,1
SteveMcSherry,2007-07-15 15:42:00,0,0,175,2007,0
Street Scholar,2007-09-06 19:32:00,0,0,1496,2005,22
Stwalkerster,2007-08-09 22:51:00,0,0,15646,2006,12
Styrofoam1994,2007-11-29 22:41:00,0,0,5333,2006,10
SunStar Net,2007-01-17 20:09:00,0,0,0,2007,0
Surplu,2007-12-08 15:11:00,0,0,268,2007,3
T-dot,2007-08-25 12:55:00,0,0,7700,2006,24
Tanner-Christopher,2007-09-13 20:24:00,0,0,9072,2007,44
Tarret,2007-08-14 13:55:00,0,0,4773,2005,63
Tbo 157,2007-08-25 19:54:00,0,0,4598,2007,10
TehBrandon,2007-11-07 19:17:00,0,0,769,2006,3
Tellyaddict,2007-01-07 16:17:00,0,0,15171,2006,21
TempDeletionBot,2007-11-03 19:50:00,0,0,1,2007,0
Teniii,2007-05-08 00:37:00,0,0,279,2007,1
The Haunted Angel,2007-10-26 22:27:00,0,0,17823,2006,134
The Placebo Effect,2007-01-10 18:57:00,0,0,4759,2005,12
The Raven's Apprentice,2007-07-04 06:47:00,0,0,4264,2006,10
The Transhumanist,2007-05-22 18:14:00,0,0,93327,2006,97
TheFearow,2007-06-30 23:10:00,0,0,5859,2006,12
TheListUpdater,2007-01-16 03:52:00,0,0,2787,2005,83
Thenthornthing,2007-04-09 17:41:00,0,0,2076,2006,5
TheOkayThrill,2007-12-09 04:55:00,0,0,44,2007,0
Thomasiscool,2007-02-06 23:37:00,0,0,795,2006,5
Thumperward,2007-12-09 11:20:00,0,0,111772,2005,118
Timmeh,2007-12-24 02:13:00,0,0,14157,2006,6
TimySmidge,2007-08-19 20:51:00,0,0,556,2007,2
TioChaka,2007-06-09 01:35:00,0,0,197,2007,0
Tiptoety,2007-08-31 17:19:00,0,0,47300,2007,1
Tohru Honda13,2007-04-02 03:46:00,0,0,3723,2006,1
TomasBat,2007-06-06 03:34:00,0,0,7184,2006,19
TomStar81,2007-07-14 11:40:00,0,0,31257,2004,101
Touch Of Light,2007-10-15 03:39:00,0,0,5555,2006,19
Trumpetband,2007-04-19 22:08:00,0,0,416,2007,2
U-Two,2007-06-20 20:55:00,0,0,187,2006,0
Useight,2007-07-18 07:25:00,0,0,71674,2006,18
Vanilla2,2007-08-15 00:27:00,0,0,339,2007,10
VanTucky,2007-11-08 01:32:00,0,0,1,2008,0
Veesicle,2007-04-08 04:20:00,0,0,2149,2005,6
victoria uni,2007-09-22 02:59:00,0,0,251,2006,0
Vintei,2007-10-11 21:58:00,0,0,1459,2006,19
Vishwin60,2007-07-08 23:44:00,0,0,0,2007,0
Vistro,2007-11-04 00:28:00,0,0,0,2011,0
W1k13rh3nry,2007-04-04 20:39:00,0,0,786,2007,1
Wantok,2007-06-13 15:13:00,0,0,1751,2003,7
Wenli,2007-10-26 01:52:00,0,0,4628,2007,22
Werdna,2007-01-26 12:51:00,0,0,6635,2005,37
Whiteandnerdy111,2007-12-24 06:08:00,0,0,507,2007,1
Wikidudeman,2007-07-29 18:08:00,0,0,19746,2006,18
Wikipedialuva,2007-09-30 00:17:00,0,0,300,2006,7
WikipedianProlific,2007-08-25 22:04:00,0,0,2142,2006,5
Wikipediarules2221,2007-02-21 08:12:00,0,0,3738,2006,25
Wikisteph888,2007-08-09 15:15:00,0,0,79,2007,0
Wikitank,2007-12-12 05:52:00,0,0,293,2007,3
Wildnox,2007-01-20 17:35:00,0,0,4650,2006,7
Wildthing61476,2007-05-22 21:55:00,0,0,20081,2006,22
will merchant,2007-01-03 03:46:00,0,0,17,2007,0
WilliamKF,2007-02-27 02:11:00,0,0,8346,2004,92
Wooyi,2007-01-29 02:14:00,0,0,5285,2006,11
yatesy1988,2007-11-09 12:58:00,0,0,0,2009,0
Yonidebest,2007-05-31 00:52:00,0,0,854,2005,1
zach111493,2007-01-11 22:36:00,0,0,558,2006,14
Zachary crimsonwolf,2007-06-20 12:43:00,0,0,1170,2006,2
Zazzer,2007-02-18 13:31:00,0,0,830,2006,1
(aeropagitica),2006-02-28 00:09:00,1,0,25164,2004,33
Aaron Brenneman,2006-02-02 05:33:00,1,0,19660,2005,53
Adambiswanger1,2006-10-02 02:31:00,1,0,8296,2006,255
Admrboltz,2006-01-06 03:19:00,1,0,26728,2005,12
Agathoclea,2006-12-18 00:37:00,1,0,31884,2006,162
Aksi great,2006-10-17 04:22:00,1,0,10008,2005,165
Aldux,2006-07-04 16:09:00,1,0,24411,2005,531
Alex Bakharev,2006-02-16 15:01:00,1,0,46432,2005,275
Alphachimp,2006-08-11 03:28:00,1,0,29179,2005,14
Amalas,2006-11-29 02:32:00,1,0,33112,2006,79
AmiDaniel,2006-05-22 22:37:00,1,0,15057,2006,14
Andrew Levine,2006-08-09 21:21:00,1,0,6973,2003,73
AndyZ,2006-04-27 01:43:00,1,0,7863,2005,102
AnonEMouse,2006-11-01 18:48:00,1,0,13200,2006,37
Anonymous editor,2005-12-30 16:59:00,1,0,16633,2005,6
Art LaPella,2006-10-30 03:34:00,1,0,52138,2004,188
Arthur Rubin,2006-07-13 01:59:00,1,0,112965,2005,7
Asterion,2006-12-20 12:41:00,1,0,11247,2005,168
Atlant,2006-10-11 01:25:00,1,0,32865,2004,850
Avraham,2006-06-26 21:10:00,1,0,46734,2005,12
Babajobu,2005-12-30 15:58:00,1,0,7991,2005,91
Banes,2006-01-25 15:19:00,1,0,4661,2005,17
Banno,2006-01-05 02:32:00,1,0,7334,2003,9
Bastique,2006-05-10 02:36:00,1,0,11621,2004,184
Bbatsell,2006-02-01 05:02:00,1,0,8854,2005,29
Betacommand,2006-10-15 02:59:00,1,0,86927,2005,3
Bobet,2006-02-21 21:02:00,1,0,14205,2005,268
Bobo192,2006-02-26 19:26:00,1,0,112726,2004,1097
Bookofjude,2006-05-20 00:05:00,1,0,5762,2004,32
Borisblue,2006-09-05 09:39:00,1,0,4303,2005,41
Buchanan-Hermit,2006-05-16 18:05:00,1,0,19555,2006,64
Bucketsofg,2006-05-14 05:21:00,1,0,9779,2005,63
Cactus.man,2006-03-07 21:06:00,1,0,13088,2005,117
Can't sleep%C clown will eat me,2006-04-01 00:02:00,1,0,101994,2005,74
Canadian-Bacon,2006-12-16 03:35:00,1,0,7255,2006,2
CanadianCaesar,2006-02-05 11:13:00,1,0,18694,2005,413
Cantthinkofagoodname,2006-01-30 13:23:00,1,0,2581,2005,45
Carnildo,2006-08-18 22:48:00,1,0,21312,2004,80
Cbrown1023,2006-12-11 00:49:00,1,0,28239,2006,24
Centrx,2006-07-18 10:19:00,1,0,37287,2004,54
Ceyockey,2006-12-04 15:36:00,1,0,61034,2005,708
Chairboy,2006-01-19 21:35:00,1,0,8109,2004,66
Chaser,2006-12-07 08:03:00,1,0,22801,2005,93
Chick Bowen,2006-02-07 03:58:00,1,0,15734,2005,405
Cholmes75,2006-07-01 23:34:00,1,0,18420,2005,130
ChrisGriswold,2006-10-09 19:52:00,1,0,22610,2005,162
Christopher Sundita,2006-07-06 04:50:00,1,0,4761,2003,18
Circeus,2006-03-29 04:38:00,1,0,49074,2004,144
Cohesion,2006-02-18 23:37:00,1,0,10429,2004,18
Conscious,2006-05-26 05:49:00,1,0,33989,2005,271
Coredesat,2006-10-10 14:55:00,1,0,22795,2006,21
Cowman109,2006-08-05 04:04:00,1,0,6540,2005,8
Crazycomputers,2006-07-30 17:22:00,1,0,15386,2005,7
Crzrussian,2006-06-06 04:30:00,1,0,24747,2005,145
Cyde,2006-03-02 01:53:00,1,0,28081,2002,85
DaGizza,2006-03-21 08:27:00,1,0,23931,2005,71
Dalbury,2006-11-05 23:02:00,1,0,0,2009,0
Daniel Olsen,2006-09-01 00:00:00,1,0,6244,2006,28
Daveydweeb,2006-11-27 02:12:00,1,0,5230,2005,28
David Kernow,2006-09-04 04:29:00,1,0,40997,2005,509
Davidruben,2006-12-06 02:32:00,1,0,18986,2004,168
Deckiller,2006-03-03 03:50:00,1,0,32535,2005,269
Deiz,2006-05-10 17:22:00,1,0,16018,2005,141
Deskana,2006-04-24 16:24:00,1,0,20881,2005,18
Deville,2006-08-17 02:35:00,1,0,23087,2005,195
Dijxtra,2006-04-04 19:00:00,1,0,8108,2005,110
Dina,2006-12-11 17:30:00,1,0,18544,2004,37
Doug Bell,2006-11-17 20:25:00,1,0,11538,2006,245
Duja,2006-09-25 10:22:00,1,0,16752,2004,297
Durova,2006-10-07 15:40:00,1,0,60682,2005,62
Dustimagic,2006-03-20 03:45:00,1,0,4832,2005,56
DVD R W,2006-06-10 00:17:00,1,0,24805,2005,56
Elf-friend,2006-02-07 08:10:00,1,0,4556,2004,228
Encephalon,2006-03-15 05:28:00,1,0,5675,2005,25
ERcheck,2006-07-23 06:21:00,1,0,42438,2005,452
ESkog,2006-02-16 23:27:00,1,0,76668,2005,48
Essexmutant,2006-02-06 15:34:00,1,0,9816,2005,182
EurekaLott,2006-01-15 03:22:00,1,0,28052,2004,100
EVula,2006-10-31 22:32:00,1,0,39059,2006,51
EWS23,2006-05-16 18:03:00,1,0,6324,2005,31
Extraordinary Machine,2006-06-20 16:58:00,1,0,32394,2005,703
Ezeu,2006-04-21 02:28:00,1,0,21423,2005,318
Fang Aili,2006-03-31 14:55:00,1,0,24542,2005,87
Femto,2006-02-01 02:42:00,1,0,13836,2004,152
Fir0002,2006-06-06 06:27:00,1,0,10201,2004,11
Firsfron,2006-07-21 20:36:00,1,0,73501,2004,591
FloNight,2006-04-26 00:58:00,1,0,18160,2005,31
Flowerparty,2006-03-04 02:19:00,1,0,14828,2005,764
FrancisTyers,2005-12-29 23:41:00,1,0,13802,2004,88
Fropuff,2006-01-10 10:01:00,1,0,6047,2004,385
Future Perfect at Sunrise,2006-10-30 20:31:00,1,0,74007,2006,46
Ganeshk,2006-06-03 15:14:00,1,0,35642,2005,164
Gator1,2006-03-10 01:39:00,1,0,4149,2005,5
GeeJo,2006-10-26 11:51:00,1,0,25973,2005,145
GIen,2006-08-16 05:48:00,1,0,74,2005,0
Ginkgo100,2006-10-11 20:28:00,1,0,10060,2006,136
Gnangarra,2006-11-19 05:37:00,1,0,24372,2005,30
Gogo Dodo,2006-11-25 09:02:00,1,0,184315,2006,10
Goldom,2006-08-05 11:39:00,1,0,6121,2004,54
Grandmasterka,2006-07-06 05:28:00,1,0,0,2011,0
GRBerry,2006-12-23 01:31:00,1,0,16708,2006,47
Grendelkhan,2006-07-16 15:25:00,1,0,10813,2003,288
Gryffindor,2006-03-26 03:26:00,1,0,35310,2005,834
Guanaco,2006-02-04 04:29:00,1,0,16934,2004,360
Guinnog,2006-08-23 10:24:00,1,0,5,2007,0
Gurch,2006-06-05 08:28:00,1,0,109719,2005,175
Gwernol,2006-06-10 14:38:00,1,0,94742,2005,34
Haukurth,2006-01-15 19:55:00,1,0,23121,2003,270
Heah,2006-03-31 23:11:00,1,0,5074,2005,85
HereToHelp,2006-03-24 23:02:00,1,0,13909,2005,66
Herostratus,2006-06-13 20:23:00,1,0,34147,2005,56
HighInBC,2006-05-27 19:33:00,1,0,32810,2007,28
Hoary,2006-03-29 00:44:00,1,0,51647,2004,117
Humus sapiens,2006-04-17 21:28:00,1,0,27653,2003,312
Husond,2006-11-04 19:14:00,1,0,36422,2006,82
Ian13,2006-02-25 14:39:00,1,0,6878,2005,8
IanManka,2006-06-09 15:16:00,1,0,13195,2005,30
Ilmari Karonen,2006-01-23 08:46:00,1,0,14409,2005,42
InShaneee,2005-12-23 23:54:00,1,0,15924,2004,20
Interiot,2006-01-14 21:55:00,1,0,18833,2004,74
Irongargoyle,2006-09-30 01:35:00,1,0,3,2009,0
Ish ishwar,2006-01-30 23:27:00,1,0,27404,2004,1144
J.smith,2006-12-05 17:00:00,1,0,12352,2005,67
J Di,2006-10-28 16:36:00,1,0,23669,2006,222
JDoorjam,2006-03-02 21:47:00,1,0,8160,2005,48
Jedi6,2006-04-02 23:20:00,1,0,4620,2005,45
Joelr31,2006-05-11 18:05:00,1,0,12221,2005,84
Johan Elisson,2006-10-01 16:36:00,1,0,18638,2004,570
Joke137,2006-01-30 23:40:00,1,0,3814,2005,51
Jonathunder,2005-12-31 22:34:00,1,0,22662,2004,229
Joshbuddy,2006-06-19 20:21:00,1,0,2390,2005,14
JoshuaZ,2006-04-30 22:11:00,1,0,31453,2006,5
Josiah Rowe,2006-02-07 08:47:00,1,0,31404,2005,32
JPD,2006-08-29 09:25:00,1,0,9580,2005,77
Jusjih,2006-10-19 20:10:00,1,0,20543,2003,55
JzG,2006-01-09 18:22:00,1,0,79023,2006,3
Kaisershatner,2006-04-10 15:30:00,1,0,17276,2004,120
Kcordina,2006-05-18 12:39:00,1,0,7313,2005,26
Keenan Pepper,2006-04-23 06:26:00,1,0,17808,2004,579
Khoikhoi,2006-10-13 23:21:00,1,0,71605,2005,971
KillerChihuahua,2006-01-07 13:24:00,1,0,33598,2004,50
Kimchi.sg,2006-06-16 16:11:00,1,0,22841,2005,33
King of Hearts,2006-05-13 22:10:00,1,0,54489,2005,66
Kingboyk,2006-02-24 14:40:00,1,0,46709,2005,87
Kjkolb,2006-05-13 19:55:00,1,0,20082,2004,2265
Konstable,2006-09-06 10:39:00,1,0,7893,2005,50
Kpjas,2006-08-19 14:49:00,1,0,6370,2001,307
Kukini,2006-06-02 02:54:00,1,0,55597,2005,32
Kungfuadam,2006-03-30 04:09:00,1,0,21770,2005,39
Kusma,2006-03-31 00:21:00,1,0,32982,2004,90
Kylu,2006-07-11 05:12:00,1,0,9405,2006,6
Lar,2006-05-01 04:57:00,1,0,28775,2005,84
Laurascudder,2006-03-20 20:24:00,1,0,8111,2004,61
Lethe,2006-01-24 06:48:00,1,0,10965,2003,147
Lightdarkness,2006-04-11 00:50:00,1,0,12129,2004,15
Ligulem,2006-09-18 10:17:00,1,0,28245,2005,26
LiquidGhoul,2006-07-11 12:29:00,1,0,5565,2005,149
Lord Voldemort,2006-04-18 16:47:00,1,0,7755,2005,118
Lostintherush,2006-10-31 08:38:00,1,0,1,2012,0
Luna Santin,2006-09-03 12:17:00,1,0,65325,2006,18
Makemi,2006-03-18 03:18:00,1,0,16805,2005,59
Mangojuice,2006-06-27 16:48:00,1,0,19966,2005,90
Mark83,2006-03-31 16:10:00,1,0,19677,2005,274
Martinp23,2006-08-13 20:58:00,1,0,13209,2006,20
Martyman,2006-02-13 01:36:00,1,0,5547,2004,117
Master Jay,2006-04-09 04:57:00,1,0,6093,2005,11
MCB,2006-10-18 22:44:00,1,0,10519,2005,115
Mdd4696,2006-03-31 01:00:00,1,0,8616,2005,34
Meegs,2006-03-04 02:24:00,1,0,19984,2005,200
Melchoir,2006-10-12 23:24:00,1,0,31993,2005,512
Merope,2006-09-29 01:42:00,1,0,13195,2004,17
Messedrocker,2006-09-07 07:55:00,1,0,0,2009,0
Metamagician3000,2006-05-02 04:24:00,1,0,10440,2005,14
Mets501,2006-07-18 15:49:00,1,0,24251,2006,45
Mike 7,2006-09-10 07:55:00,1,0,11176,2006,44
Mike Selinker,2006-11-11 16:21:00,1,0,87134,2005,253
MisfitToys,2006-07-31 22:55:00,1,0,47666,2004,532
Misza13,2006-07-14 18:08:00,1,0,17548,2005,8
MPF,2006-01-24 21:22:00,1,0,40567,2004,1708
Mr. Lefty,2006-09-16 21:41:00,1,0,10541,2006,126
MrDarcy,2006-11-30 04:22:00,1,0,7590,2005,165
Mtz206,2006-06-15 00:13:00,1,0,3,2006,0
Myleslong,2006-03-07 23:37:00,1,0,10402,2005,132
Naconkantari,2006-03-05 21:06:00,1,0,0,2008,0
Nae'blis,2006-11-21 17:12:00,1,0,10494,2005,221
Natalya,2006-05-26 17:35:00,1,0,7375,2004,24
NCurse,2006-09-30 12:55:00,1,0,9694,2005,25
Netsnipe,2006-08-27 15:29:00,1,0,22150,2003,2
Nightstallion,2005-12-27 04:01:00,1,0,81055,2004,151
Nihonjoe,2006-05-03 23:38:00,1,0,95350,2005,478
Nishkid64,2006-09-19 22:49:00,1,0,51980,2006,65
Nixdorf,2005-12-26 10:34:00,1,0,7175,2002,533
No Guru,2006-04-11 04:32:00,1,0,15904,2004,16
NoSeptember,2006-01-15 01:49:00,1,0,12800,2005,27
Obli,2006-03-02 21:01:00,1,0,6489,2004,112
Olessi,2006-10-22 15:37:00,1,0,31867,2005,1998
Opabinia regalis,2006-11-08 14:09:00,1,0,9748,2006,136
Oscarthecat,2006-09-02 14:38:00,1,0,18986,2005,45
Pagrashtak,2006-04-11 01:58:00,1,0,15183,2005,22
Pengo,2006-09-22 00:15:00,1,0,17948,2003,1605
Pepsidrinka,2006-03-18 04:18:00,1,0,5828,2005,65
Petros471,2006-04-11 18:19:00,1,0,0,2007,0
Pgk,2005-12-31 17:04:00,1,0,20534,2005,2
Phaedriel,2006-07-28 03:41:00,1,0,11206,2005,86
Philip Baird Shearer,2006-05-30 22:26:00,1,0,11,2012,0
Pilotguy,2006-06-12 20:58:00,1,0,21089,2005,8
Plange,2006-10-13 06:34:00,1,0,15937,2004,16
Prodego,2006-03-27 20:08:00,1,0,29551,2005,7
ProhibitOnions,2006-04-02 20:30:00,1,0,14620,2004,65
Proto,2006-03-29 14:17:00,1,0,87,2007,22
PS2pcGAMER,2006-04-01 02:26:00,1,0,7140,2005,25
Pschemp,2006-04-02 21:54:00,1,0,20403,2004,806
R.Koot,2006-02-25 19:32:00,1,0,0,2009,0
RadioKirk,2006-04-28 00:20:00,1,0,18518,2005,13
Rama's Arrow,2006-05-13 10:42:00,1,0,22597,2005,203
RasputinAXP,2006-04-20 19:50:00,1,0,5685,2005,170
Raven4x4x,2006-02-21 00:56:00,1,0,10562,2005,3
Redvers,2006-03-15 16:35:00,1,0,29889,2004,91
Renata3,2006-08-09 13:53:00,1,0,28257,2005,221
RexNL,2006-01-21 11:49:00,1,0,62490,2005,19
ReyBrujo,2006-11-11 16:13:00,1,0,40719,2005,64
Richardcavell,2006-05-30 03:53:00,1,0,15362,2005,269
Robdurbar,2006-08-05 20:53:00,1,0,11477,2005,287
Robth,2006-09-07 19:32:00,1,0,8312,2005,66
Rockero,2006-04-16 00:59:00,1,0,11229,2005,335
Rockpocket,2006-11-02 21:03:00,1,0,24883,2005,25
Rogerd,2006-01-05 04:29:00,1,0,26362,2005,161
Royalguard11,2006-12-09 22:27:00,1,0,13192,2005,40
Royboycrashfan,2006-04-02 23:26:00,1,0,13410,2005,14
Rspeer,2006-02-23 19:35:00,1,0,7622,2004,25
Runcorn,2006-08-24 22:20:00,1,0,8425,2005,41
Rune.welsh,2006-03-15 06:02:00,1,0,8172,2005,65
RyanGerbil10,2006-07-19 03:15:00,1,0,19082,2004,32
Samsara,2006-07-04 19:34:00,1,0,20775,2003,102
Samuel Blanning,2006-03-15 14:31:00,1,0,21107,2005,46
Sandstein,2006-11-23 18:40:00,1,0,77204,2005,239
Sarah Ewart,2006-09-12 05:11:00,1,0,3,2008,0
Saravask,2006-04-28 19:37:00,1,0,21938,2005,139
Saxifrage,2006-11-02 23:36:00,1,0,9343,2004,98
Sceptre,2006-01-05 22:29:00,1,0,69385,2005,19
Scm83x,2006-03-18 20:09:00,1,0,5620,2005,51
Silence,2006-06-07 03:29:00,1,0,12654,2004,129
Sjorford,2006-02-06 22:04:00,1,0,26685,2003,803
Smurrayinchester,2006-03-11 23:05:00,1,0,10862,2005,53
Srikeit,2006-07-10 03:47:00,1,0,12174,2006,186
Staxringold,2005-11-28 01:57:00,1,0,20496,2005,71
Steel359,2006-09-07 13:15:00,1,0,0,2008,0
Steinsky,2006-01-24 17:49:00,1,0,22033,2003,811
Stemonitis,2006-12-01 16:59:00,1,0,175274,2004,1938
StuffOfInterest,2006-10-02 12:03:00,1,0,11448,2005,35
Superm401,2006-02-01 03:08:00,1,0,0,2015,0
Tango,2006-11-12 16:24:00,1,0,19387,2002,14
Tangotango,2006-06-19 10:54:00,1,0,10935,2005,46
